OrderId,Return_reason
OR-112313,No longer needed
OR-106725,Item not as described
OR-119992,Product no longer wanted
OR-037860,Changed mind
OR-111091,No longer needed
OR-116193,Incorrect item shipped
OR-077612,Received wrong quantity
OR-078880,Item not as described
OR-041675,Damaged item
OR-009433,Changed mind
OR-061192,Product no longer wanted
OR-043404,Product no longer wanted
OR-096989,Delayed delivery
OR-094168,Changed mind
OR-060215,Received wrong quantity
OR-047693,Incorrect item shipped
OR-058290,Item not as described
OR-033069,Delayed delivery
OR-059877,Product no longer wanted
OR-051291,No longer needed
OR-076316,Item not as described
OR-105074,Incorrect item shipped
OR-017609,Delayed delivery
OR-057556,Item not as described
OR-112389,No longer needed
OR-006695,Better price found elsewhere
OR-003529,Changed mind
OR-093818,Received wrong quantity
OR-086596,Product no longer wanted
OR-032423,Delayed delivery
OR-087006,Delayed delivery
OR-087411,Received wrong quantity
OR-112878,No longer needed
OR-081898,Better price found elsewhere
OR-004075,Changed mind
OR-034043,Product no longer wanted
OR-085650,No longer needed
OR-028267,Delayed delivery
OR-013466,Changed mind
OR-008649,Changed mind
OR-078917,Received wrong quantity
OR-090614,Received wrong quantity
OR-014304,No longer needed
OR-098560,No longer needed
OR-036862,Product no longer wanted
OR-000511,No longer needed
OR-010007,Better price found elsewhere
OR-115273,Changed mind
OR-022312,Item not as described
OR-086426,Poor customer service
OR-049371,No longer needed
OR-020663,Changed mind
OR-030518,Poor customer service
OR-076337,Product no longer wanted
OR-118064,Delayed delivery
OR-078563,Changed mind
OR-039955,No longer needed
OR-034207,Product no longer wanted
OR-038737,Item not as described
OR-110261,Changed mind
OR-060119,Incorrect item shipped
OR-071226,Better price found elsewhere
OR-054022,Product no longer wanted
OR-015607,Received wrong quantity
OR-024404,Poor customer service
OR-076134,Incorrect item shipped
OR-068820,Damaged item
OR-083325,Item not as described
OR-063819,No longer needed
OR-022384,No longer needed
OR-070809,Damaged item
OR-059963,Changed mind
OR-056036,Better price found elsewhere
OR-022039,Poor customer service
OR-080939,Delayed delivery
OR-123901,Poor customer service
OR-026444,No longer needed
OR-121940,No longer needed
OR-062970,Item not as described
OR-000274,Better price found elsewhere
OR-031290,Product no longer wanted
OR-103980,Incorrect item shipped
OR-080830,Damaged item
OR-105726,Changed mind
OR-049737,No longer needed
OR-042566,Better price found elsewhere
OR-017587,Delayed delivery
OR-024996,Received wrong quantity
OR-101543,Changed mind
OR-039964,Item not as described
OR-057229,Product no longer wanted
OR-091237,Incorrect item shipped
OR-076046,No longer needed
OR-037945,Poor customer service
OR-072977,Better price found elsewhere
OR-039416,Incorrect item shipped
OR-118009,Changed mind
OR-012500,Product no longer wanted
OR-094750,Better price found elsewhere
OR-042407,Poor customer service
OR-068140,Received wrong quantity
OR-033235,Received wrong quantity
OR-021320,Better price found elsewhere
OR-009776,No longer needed
OR-117065,No longer needed
OR-088922,Received wrong quantity
OR-079202,Damaged item
OR-008911,No longer needed
OR-090943,Product no longer wanted
OR-009990,Delayed delivery
OR-105707,Product no longer wanted
OR-006968,No longer needed
OR-100326,No longer needed
OR-098766,Damaged item
OR-017064,Product no longer wanted
OR-049115,Incorrect item shipped
OR-119702,Received wrong quantity
OR-012036,Damaged item
OR-105577,Product no longer wanted
OR-081449,Changed mind
OR-082246,Incorrect item shipped
OR-016201,Delayed delivery
OR-076161,Delayed delivery
OR-025158,No longer needed
OR-101162,Changed mind
OR-046516,Delayed delivery
OR-048948,Product no longer wanted
OR-082091,Product no longer wanted
OR-017834,Better price found elsewhere
OR-096091,Received wrong quantity
OR-118695,Received wrong quantity
OR-090979,Better price found elsewhere
OR-019018,Changed mind
OR-031652,Product no longer wanted
OR-005445,Delayed delivery
OR-035359,Better price found elsewhere
OR-042241,Damaged item
OR-081255,Delayed delivery
OR-104122,Damaged item
OR-078033,Changed mind
OR-096229,Changed mind
OR-087822,Damaged item
OR-013270,Changed mind
OR-035563,Item not as described
OR-018710,Incorrect item shipped
OR-013255,No longer needed
OR-093664,Incorrect item shipped
OR-025992,Incorrect item shipped
OR-021072,Delayed delivery
OR-019582,Received wrong quantity
OR-007088,No longer needed
OR-120080,No longer needed
OR-014158,Better price found elsewhere
OR-010920,No longer needed
OR-048437,No longer needed
OR-075023,Received wrong quantity
OR-002979,Incorrect item shipped
OR-072424,Changed mind
OR-059079,Item not as described
OR-015113,Product no longer wanted
OR-036578,Changed mind
OR-098681,Product no longer wanted
OR-019131,No longer needed
OR-018059,Delayed delivery
OR-116068,Poor customer service
OR-120891,Received wrong quantity
OR-025621,Poor customer service
OR-084094,Received wrong quantity
OR-026849,Product no longer wanted
OR-119382,Product no longer wanted
OR-112039,Incorrect item shipped
OR-092387,Product no longer wanted
OR-010694,Product no longer wanted
OR-069727,Delayed delivery
OR-025126,Delayed delivery
OR-078843,Poor customer service
OR-069267,Incorrect item shipped
OR-058750,Better price found elsewhere
OR-072328,Item not as described
OR-088507,Delayed delivery
OR-050144,Incorrect item shipped
OR-029458,No longer needed
OR-108081,Poor customer service
OR-022138,Received wrong quantity
OR-111833,Item not as described
OR-045091,Better price found elsewhere
OR-059458,Damaged item
OR-102924,No longer needed
OR-092652,Damaged item
OR-033825,Item not as described
OR-001491,Better price found elsewhere
OR-078926,No longer needed
OR-083898,Poor customer service
OR-054666,Delayed delivery
OR-107197,No longer needed
OR-108319,Product no longer wanted
OR-074231,Delayed delivery
OR-040792,Delayed delivery
OR-114413,Poor customer service
OR-123631,Received wrong quantity
OR-030327,Product no longer wanted
OR-023040,Changed mind
OR-039799,No longer needed
OR-062996,Damaged item
OR-091978,Better price found elsewhere
OR-016078,Changed mind
OR-006465,Poor customer service
OR-047584,Poor customer service
OR-079586,Changed mind
OR-111453,Received wrong quantity
OR-110150,Item not as described
OR-079418,Product no longer wanted
OR-107418,Item not as described
OR-051450,Received wrong quantity
OR-112950,Item not as described
OR-037742,No longer needed
OR-123137,Changed mind
OR-108893,Better price found elsewhere
OR-006117,Received wrong quantity
OR-123649,Item not as described
OR-116837,Changed mind
OR-112367,Poor customer service
OR-034623,Better price found elsewhere
OR-022860,Received wrong quantity
OR-087800,No longer needed
OR-056472,Item not as described
OR-028099,Better price found elsewhere
OR-026322,Delayed delivery
OR-024703,No longer needed
OR-040443,Better price found elsewhere
OR-120457,Better price found elsewhere
OR-084408,Item not as described
OR-016339,Better price found elsewhere
OR-026819,Delayed delivery
OR-025962,Delayed delivery
OR-058339,Poor customer service
OR-016235,Delayed delivery
OR-055154,Product no longer wanted
OR-087972,No longer needed
OR-024868,Poor customer service
OR-007787,Incorrect item shipped
OR-082204,Received wrong quantity
OR-004742,Poor customer service
OR-116619,Better price found elsewhere
OR-107693,Item not as described
OR-123705,Received wrong quantity
OR-044490,Changed mind
OR-075527,Item not as described
OR-059243,Poor customer service
OR-119122,Received wrong quantity
OR-045484,Changed mind
OR-125678,Received wrong quantity
OR-043098,Damaged item
OR-013384,Changed mind
OR-074369,Better price found elsewhere
OR-063429,Received wrong quantity
OR-052873,Poor customer service
OR-115142,No longer needed
OR-121862,Damaged item
OR-040021,Damaged item
OR-090297,Received wrong quantity
OR-092373,Damaged item
OR-085857,Damaged item
OR-114782,Product no longer wanted
OR-066985,No longer needed
OR-083976,Damaged item
OR-066898,No longer needed
OR-042375,Product no longer wanted
OR-018246,Better price found elsewhere
OR-080271,Poor customer service
OR-061954,Product no longer wanted
OR-093955,Product no longer wanted
OR-048234,Poor customer service
OR-076990,Received wrong quantity
OR-106940,Better price found elsewhere
OR-090543,Changed mind
OR-017460,Item not as described
OR-031169,Item not as described
OR-097206,Poor customer service
OR-033668,Item not as described
OR-078419,Poor customer service
OR-117617,Incorrect item shipped
OR-033250,Better price found elsewhere
OR-092240,Poor customer service
OR-083863,Incorrect item shipped
OR-043098,Incorrect item shipped
OR-058830,Incorrect item shipped
OR-110502,Product no longer wanted
OR-053905,Incorrect item shipped
OR-044142,Poor customer service
OR-117445,Poor customer service
OR-099756,Item not as described
OR-029938,Product no longer wanted
OR-092745,Received wrong quantity
OR-016267,Changed mind
OR-054397,Delayed delivery
OR-101104,Received wrong quantity
OR-013227,Incorrect item shipped
OR-004801,No longer needed
OR-107278,No longer needed
OR-089664,Poor customer service
OR-007595,Received wrong quantity
OR-052913,Incorrect item shipped
OR-065073,No longer needed
OR-005758,Delayed delivery
OR-058303,Product no longer wanted
OR-008088,Item not as described
OR-028252,Received wrong quantity
OR-090964,Changed mind
OR-023755,Incorrect item shipped
OR-065434,Incorrect item shipped
OR-053521,Received wrong quantity
OR-067742,Product no longer wanted
OR-079121,Changed mind
OR-099379,Damaged item
OR-095882,Received wrong quantity
OR-116117,Changed mind
OR-109380,Changed mind
OR-082313,No longer needed
OR-074989,Changed mind
OR-031672,Incorrect item shipped
OR-061484,Damaged item
OR-075365,Delayed delivery
OR-010734,Incorrect item shipped
OR-081148,Item not as described
OR-117802,Poor customer service
OR-015776,Changed mind
OR-036651,Received wrong quantity
OR-097768,Better price found elsewhere
OR-059884,Item not as described
OR-046477,Delayed delivery
OR-006334,Delayed delivery
OR-018264,Damaged item
OR-022389,Damaged item
OR-018870,Received wrong quantity
OR-073729,Incorrect item shipped
OR-032590,Damaged item
OR-094428,Item not as described
OR-046496,Better price found elsewhere
OR-114431,Changed mind
OR-101167,No longer needed
OR-012984,Damaged item
OR-013432,Item not as described
OR-119444,Changed mind
OR-042666,No longer needed
OR-077851,Changed mind
OR-113144,No longer needed
OR-038206,Item not as described
OR-123228,Received wrong quantity
OR-049555,Item not as described
OR-074314,Poor customer service
OR-060485,No longer needed
OR-039722,Delayed delivery
OR-121072,Item not as described
OR-007948,Better price found elsewhere
OR-025612,Better price found elsewhere
OR-050855,Changed mind
OR-003349,Product no longer wanted
OR-069708,Received wrong quantity
OR-016408,Better price found elsewhere
OR-046393,Damaged item
OR-053972,Poor customer service
OR-090478,Delayed delivery
OR-107892,No longer needed
OR-070027,Received wrong quantity
OR-119651,Changed mind
OR-007045,No longer needed
OR-053882,No longer needed
OR-019481,Received wrong quantity
OR-064427,Incorrect item shipped
OR-101674,Item not as described
OR-041297,Damaged item
OR-013219,Better price found elsewhere
OR-096197,Better price found elsewhere
OR-052537,Better price found elsewhere
OR-050258,Product no longer wanted
OR-013478,Poor customer service
OR-000291,Poor customer service
OR-051427,Item not as described
OR-046518,Better price found elsewhere
OR-090399,Better price found elsewhere
OR-052722,No longer needed
OR-051823,Product no longer wanted
OR-096504,Poor customer service
OR-118604,Poor customer service
OR-069343,Changed mind
OR-107564,Product no longer wanted
OR-017531,Delayed delivery
OR-006303,Changed mind
OR-076209,Incorrect item shipped
OR-058517,Incorrect item shipped
OR-065726,Poor customer service
OR-061304,Received wrong quantity
OR-010472,Product no longer wanted
OR-000333,Better price found elsewhere
OR-046408,No longer needed
OR-102359,No longer needed
OR-006747,Damaged item
OR-074177,Better price found elsewhere
OR-102281,Delayed delivery
OR-079814,Delayed delivery
OR-062376,Poor customer service
OR-002149,No longer needed
OR-059046,Item not as described
OR-106647,Incorrect item shipped
OR-117451,Changed mind
OR-027723,Received wrong quantity
OR-101567,Damaged item
OR-006042,Item not as described
OR-075621,Incorrect item shipped
OR-124843,Better price found elsewhere
OR-051679,Poor customer service
OR-006359,Poor customer service
OR-067586,Incorrect item shipped
OR-083791,Product no longer wanted
OR-117579,Better price found elsewhere
OR-104228,Incorrect item shipped
OR-087608,Incorrect item shipped
OR-077962,Incorrect item shipped
OR-044885,Item not as described
OR-084678,Changed mind
OR-065264,Delayed delivery
OR-076388,Received wrong quantity
OR-058027,Damaged item
OR-072561,Poor customer service
OR-054834,Changed mind
OR-075140,Poor customer service
OR-072777,Product no longer wanted
OR-109282,Item not as described
OR-029004,Delayed delivery
OR-107448,Item not as described
OR-085350,Better price found elsewhere
OR-019849,Poor customer service
OR-041350,Product no longer wanted
OR-064078,Product no longer wanted
OR-040699,Received wrong quantity
OR-060833,Delayed delivery
OR-009829,Delayed delivery
OR-069307,Received wrong quantity
OR-015945,Incorrect item shipped
OR-034462,Item not as described
OR-024102,Incorrect item shipped
OR-051452,Poor customer service
OR-111561,Changed mind
OR-027717,Poor customer service
OR-078895,Incorrect item shipped
OR-080149,Better price found elsewhere
OR-057956,Delayed delivery
OR-043806,Changed mind
OR-086314,Poor customer service
OR-001869,Incorrect item shipped
OR-020756,No longer needed
OR-107763,No longer needed
OR-101432,Damaged item
OR-073252,Damaged item
OR-110522,Delayed delivery
OR-044509,Product no longer wanted
OR-013100,Changed mind
OR-026073,Product no longer wanted
