orderid,customerid,orderdate,shippingdate,expecteddeliverydate,actualdeliverydate,shippingtierid,supplierid,orderchannel
OR-22910,CUST-08249,21-05-2016 23:29,23-05-2016 13:38,29-05-2016 13:32,24-05-2016 13:42,SHP-001,SUP-09,Online
OR-22913,CUST-00826,10-06-2022 23:05,12-06-2022 05:49,20-06-2022 09:36,18-06-2022 22:50,SHP-002,SUP-04,Online
OR-22920,CUST-06084,28-12-2011 22:03,28-12-2011 22:10,28-12-2011 22:33,28-12-2011 22:39,SHP-004,SUP-04,Retail PoS
OR-22930,CUST-17484,23-08-2023 12:49,23-08-2023 12:54,23-08-2023 13:15,23-08-2023 13:18,SHP-004,SUP-05,Retail PoS
OR-22938,CUST-10071,26-09-2023 12:15,01-10-2023 01:33,01-10-2023 23:53,01-10-2023 20:56,SHP-002,SUP-01,Online
OR-22953,CUST-13435,20-03-2010 01:39,28-03-2010 12:52,02-04-2010 04:10,30-03-2010 09:29,SHP-001,SUP-03,Online
OR-22954,CUST-12692,09-03-2014 19:11,17-03-2014 10:18,24-03-2014 08:34,21-03-2014 22:58,SHP-001,SUP-05,Online
OR-22958,CUST-09024,08-05-2024 13:05,15-05-2024 10:58,16-05-2024 13:10,16-05-2024 05:49,SHP-003,SUP-07,Online
OR-22966,CUST-17751,16-07-2023 23:15,16-07-2023 23:20,16-07-2023 23:41,16-07-2023 23:54,SHP-004,SUP-02,Retail PoS
OR-22980,CUST-15644,25-08-2023 19:34,01-09-2023 08:52,20-09-2023 10:58,13-10-2023 08:24,SHP-003,SUP-08,Online
OR-22981,CUST-18695,15-05-2018 15:14,22-05-2018 01:20,26-05-2018 02:51,23-05-2018 02:24,SHP-001,SUP-04,Online
OR-22982,CUST-12111,07-05-2024 15:28,18-05-2024 07:47,31-05-2024 00:50,29-05-2024 20:51,SHP-002,SUP-04,Online
OR-22991,CUST-05281,02-07-2018 20:33,06-07-2018 08:59,08-07-2018 07:59,08-07-2018 02:49,SHP-002,SUP-03,Online
OR-23001,CUST-08135,07-05-2024 19:45,18-05-2024 07:41,30-05-2024 09:48,27-05-2024 09:06,SHP-002,SUP-04,Online
OR-23009,CUST-13675,14-07-2019 01:55,17-07-2019 04:29,17-07-2019 17:38,25-07-2019 06:45,SHP-002,SUP-10,Online
OR-23016,CUST-14164,20-05-2021 13:07,20-05-2021 13:17,20-05-2021 13:31,20-05-2021 13:39,SHP-004,SUP-07,Retail PoS
OR-23040,CUST-19835,07-06-2022 17:20,10-06-2022 04:54,13-06-2022 15:27,30-06-2022 23:07,SHP-002,SUP-07,Online
OR-23044,CUST-02452,24-12-2022 17:07,30-12-2022 16:26,02-01-2023 14:10,19-01-2023 06:51,SHP-003,SUP-03,Online
OR-23045,CUST-14693,15-08-2023 08:14,15-08-2023 08:21,15-08-2023 08:43,15-08-2023 08:39,SHP-004,SUP-07,Retail PoS
OR-23058,CUST-07410,01-05-2023 22:58,01-05-2023 23:05,01-05-2023 23:28,01-05-2023 23:22,SHP-004,SUP-04,Retail PoS
OR-23059,CUST-17958,22-05-2019 08:11,24-05-2019 23:55,26-05-2019 12:25,26-06-2019 10:07,SHP-001,SUP-06,Online
OR-23077,CUST-14342,19-09-2015 14:19,23-09-2015 23:10,28-09-2015 09:10,25-09-2015 02:55,SHP-002,SUP-01,Online
OR-23079,CUST-17684,15-03-2022 17:53,15-03-2022 17:59,15-03-2022 18:23,15-03-2022 18:28,SHP-004,SUP-09,Retail PoS
OR-23083,CUST-05373,18-08-2022 00:05,22-08-2022 05:20,30-08-2022 18:39,12-09-2022 22:06,SHP-003,SUP-09,Online
OR-23091,CUST-06322,13-02-2021 18:33,22-02-2021 15:23,06-03-2021 12:20,29-03-2021 02:18,SHP-002,SUP-01,Online
OR-23108,CUST-15381,27-05-2023 22:52,29-05-2023 02:34,08-06-2023 00:10,01-06-2023 19:34,SHP-003,SUP-06,Online
OR-23125,CUST-14056,20-08-2021 15:04,30-08-2021 06:04,18-09-2021 14:59,14-09-2021 10:18,SHP-001,SUP-02,Online
OR-23128,CUST-06475,27-09-2017 09:02,05-10-2017 06:29,08-10-2017 02:03,06-10-2017 20:56,SHP-003,SUP-03,Online
OR-23142,CUST-18198,13-04-2024 09:42,15-04-2024 23:57,19-04-2024 20:36,12-05-2024 05:53,SHP-003,SUP-07,Online
OR-23148,CUST-12235,18-05-2024 13:16,21-05-2024 00:34,01-06-2024 18:35,28-05-2024 11:02,SHP-003,SUP-06,Online
OR-23153,CUST-04408,15-10-2023 13:50,22-10-2023 12:18,10-11-2023 02:40,08-11-2023 13:20,SHP-001,SUP-04,Online
OR-23158,CUST-17773,24-03-2022 08:18,25-03-2022 10:27,29-03-2022 16:40,05-04-2022 03:59,SHP-003,SUP-06,Online
OR-23170,CUST-15532,03-02-2024 23:22,14-02-2024 21:35,24-02-2024 15:33,21-02-2024 11:07,SHP-003,SUP-04,Online
OR-23179,CUST-08648,05-04-2024 19:37,09-04-2024 13:31,11-04-2024 04:31,14-04-2024 10:43,SHP-003,SUP-06,Online
OR-23182,CUST-15723,30-05-2021 17:17,06-06-2021 10:00,26-06-2021 13:29,16-06-2021 04:10,SHP-001,SUP-04,Online
OR-23191,CUST-12162,20-10-2014 14:27,25-10-2014 23:20,30-10-2014 11:33,29-10-2014 12:45,SHP-001,SUP-08,Online
OR-23216,CUST-13166,01-02-2010 03:18,01-02-2010 03:28,01-02-2010 03:44,01-02-2010 03:44,SHP-004,SUP-08,Retail PoS
OR-23226,CUST-08985,01-08-2021 06:46,01-08-2021 06:52,01-08-2021 07:15,01-08-2021 07:22,SHP-004,SUP-07,Retail PoS
OR-23228,CUST-01505,09-02-2023 19:29,15-02-2023 09:57,02-03-2023 11:38,28-02-2023 08:24,SHP-003,SUP-04,Online
OR-23229,CUST-14673,26-04-2006 03:38,04-05-2006 02:13,13-05-2006 07:12,30-05-2006 04:39,SHP-003,SUP-07,Online
OR-23242,CUST-04815,08-05-2023 07:57,15-05-2023 22:49,30-05-2023 00:54,20-05-2023 22:26,SHP-002,SUP-03,Online
OR-23247,CUST-08059,05-09-2023 10:10,09-09-2023 22:38,13-09-2023 13:53,12-09-2023 00:17,SHP-001,SUP-04,Online
OR-23259,CUST-14993,04-01-2017 21:37,11-01-2017 20:01,25-01-2017 10:34,23-02-2017 11:09,SHP-003,SUP-08,Online
OR-23268,CUST-04480,14-05-2024 03:48,24-05-2024 14:56,08-06-2024 11:21,07-07-2024 05:24,SHP-003,SUP-05,Online
OR-23281,CUST-00650,09-10-2018 17:50,09-10-2018 18:00,09-10-2018 18:19,09-10-2018 18:19,SHP-004,SUP-05,Retail PoS
OR-23310,CUST-08248,23-06-2023 09:12,04-07-2023 08:46,14-07-2023 14:37,10-07-2023 09:43,SHP-002,SUP-08,Online
OR-23330,CUST-11539,05-05-2021 02:50,15-05-2021 01:56,30-05-2021 08:15,28-05-2021 17:06,SHP-001,SUP-07,Online
OR-23331,CUST-02055,09-04-2023 21:05,13-04-2023 08:49,14-04-2023 01:45,22-04-2023 04:48,SHP-001,SUP-04,Online
OR-23332,CUST-17068,06-03-2023 09:20,13-03-2023 19:55,28-03-2023 08:02,11-04-2023 19:27,SHP-003,SUP-06,Online
OR-23345,CUST-07117,05-09-2009 09:59,13-09-2009 16:34,01-10-2009 18:58,22-09-2009 20:25,SHP-003,SUP-04,Online
OR-23349,CUST-18968,24-11-2012 09:13,25-11-2012 15:06,08-12-2012 06:44,04-12-2012 10:04,SHP-002,SUP-04,Online
OR-23360,CUST-06253,16-12-2020 19:48,16-12-2020 19:57,16-12-2020 20:13,16-12-2020 20:10,SHP-004,SUP-09,Retail PoS
OR-23367,CUST-09072,19-03-2024 01:06,21-03-2024 18:15,06-04-2024 10:26,29-03-2024 12:51,SHP-003,SUP-08,Online
OR-23379,CUST-05434,12-08-2022 03:32,14-08-2022 04:33,30-08-2022 22:13,26-08-2022 09:47,SHP-001,SUP-07,Online
OR-23399,CUST-17886,01-10-2023 17:57,01-10-2023 18:07,01-10-2023 18:21,01-10-2023 18:18,SHP-004,SUP-09,Retail PoS
OR-23401,CUST-07842,19-08-2019 03:18,19-08-2019 03:28,19-08-2019 03:43,19-08-2019 03:49,SHP-004,SUP-04,Retail PoS
OR-23404,CUST-05062,02-11-2023 11:59,13-11-2023 07:38,27-11-2023 03:04,15-11-2023 06:47,SHP-001,SUP-06,Online
OR-23416,CUST-07389,18-02-2024 01:48,18-02-2024 01:58,18-02-2024 02:16,18-02-2024 02:17,SHP-004,SUP-09,Retail PoS
OR-23418,CUST-12224,25-11-2016 00:02,26-11-2016 22:09,01-12-2016 01:40,30-11-2016 03:40,SHP-005,SUP-04,Retail PoS
OR-23426,CUST-04001,29-12-2013 18:48,04-01-2014 12:55,20-01-2014 05:24,06-01-2014 04:23,SHP-003,SUP-06,Online
OR-23437,CUST-00408,23-08-2022 11:17,30-08-2022 02:27,04-09-2022 18:04,02-09-2022 09:39,SHP-001,SUP-04,Online
OR-23441,CUST-10860,27-09-2021 02:06,06-10-2021 11:10,08-10-2021 09:35,07-10-2021 22:32,SHP-003,SUP-07,Online
OR-23449,CUST-00170,30-11-2022 01:23,09-12-2022 18:51,24-12-2022 05:51,23-12-2022 18:48,SHP-003,SUP-06,Online
OR-23455,CUST-12116,03-02-2022 08:28,05-02-2022 22:29,20-02-2022 01:24,08-02-2022 19:13,SHP-001,SUP-04,Online
OR-23456,CUST-01530,10-11-2020 03:04,15-11-2020 17:13,19-11-2020 22:33,18-11-2020 05:47,SHP-002,SUP-02,Online
OR-23460,CUST-10449,12-04-2017 23:33,15-04-2017 10:09,28-04-2017 02:54,30-04-2017 23:41,SHP-001,SUP-01,Online
OR-23462,CUST-06828,25-02-2024 06:22,27-02-2024 20:44,16-03-2024 19:14,06-04-2024 04:17,SHP-003,SUP-04,Online
OR-23465,CUST-00609,09-12-2019 21:01,18-12-2019 19:56,07-01-2020 19:54,05-01-2020 05:16,SHP-002,SUP-10,Online
OR-23470,CUST-00522,27-05-2023 12:53,27-05-2023 12:59,27-05-2023 13:22,27-05-2023 13:20,SHP-004,SUP-09,Retail PoS
OR-23480,CUST-04712,29-10-2003 16:05,31-10-2003 06:53,07-11-2003 14:16,02-11-2003 20:19,SHP-002,SUP-08,Online
OR-23496,CUST-08718,10-10-2020 04:52,19-10-2020 19:29,08-11-2020 12:56,31-10-2020 14:54,SHP-003,SUP-04,Online
OR-23505,CUST-13504,20-01-2024 21:50,26-01-2024 02:26,08-02-2024 01:42,29-01-2024 14:01,SHP-001,SUP-02,Online
OR-23509,CUST-04073,31-03-2023 16:01,31-03-2023 16:07,31-03-2023 16:28,31-03-2023 16:22,SHP-004,SUP-06,Retail PoS
OR-23512,CUST-03894,19-05-2024 02:17,19-05-2024 02:22,19-05-2024 02:40,19-05-2024 02:36,SHP-004,SUP-10,Retail PoS
OR-23526,CUST-13861,05-03-2022 10:09,05-03-2022 10:18,05-03-2022 10:38,05-03-2022 10:38,SHP-004,SUP-02,Retail PoS
OR-23536,CUST-02927,13-01-2024 06:38,15-01-2024 18:43,21-01-2024 07:15,17-01-2024 11:29,SHP-003,SUP-02,Online
OR-23538,CUST-18823,08-06-2024 10:51,14-06-2024 13:47,24-06-2024 07:12,20-06-2024 02:09,SHP-001,SUP-04,Online
OR-23539,CUST-17277,12-06-2017 13:27,18-06-2017 03:15,18-06-2017 22:59,18-06-2017 15:58,SHP-001,SUP-07,Online
OR-23542,CUST-19623,08-10-2023 00:46,08-10-2023 00:56,08-10-2023 01:15,08-10-2023 01:19,SHP-004,SUP-06,Retail PoS
OR-23544,CUST-00984,14-01-2007 21:10,22-01-2007 17:12,01-02-2007 01:01,31-01-2007 02:53,SHP-002,SUP-09,Online
OR-23545,CUST-02389,11-04-2009 10:04,11-04-2009 10:10,11-04-2009 10:33,11-04-2009 10:40,SHP-004,SUP-09,Retail PoS
OR-23556,CUST-07988,18-09-2022 06:34,23-09-2022 13:46,30-09-2022 21:43,12-10-2022 00:01,SHP-003,SUP-01,Online
OR-23558,CUST-02014,26-12-2015 22:12,29-12-2015 21:22,02-01-2016 12:02,26-01-2016 03:41,SHP-002,SUP-04,Online
OR-23569,CUST-18435,08-06-2024 21:44,10-06-2024 15:19,27-06-2024 22:50,19-07-2024 06:52,SHP-003,SUP-03,Online
OR-23588,CUST-04673,25-03-2024 20:51,28-03-2024 11:29,18-04-2024 02:33,25-04-2024 20:26,SHP-001,SUP-04,Online
OR-23594,CUST-15862,20-10-2023 21:52,25-10-2023 11:49,05-11-2023 16:16,04-11-2023 15:00,SHP-003,SUP-02,Online
OR-23613,CUST-15952,30-12-2021 11:58,01-01-2022 15:20,07-01-2022 17:24,04-01-2022 15:42,SHP-001,SUP-09,Online
OR-23622,CUST-12346,29-03-2023 16:35,03-04-2023 20:03,15-04-2023 01:12,10-04-2023 03:05,SHP-002,SUP-09,Online
OR-23630,CUST-00445,22-02-2023 00:47,28-02-2023 22:52,02-03-2023 13:39,02-03-2023 00:50,SHP-002,SUP-06,Online
OR-23632,CUST-07107,29-02-2024 15:43,07-03-2024 16:47,27-03-2024 20:04,11-03-2024 19:11,SHP-003,SUP-09,Online
OR-23633,CUST-02362,22-12-2023 17:48,24-12-2023 09:13,09-01-2024 12:55,06-01-2024 08:38,SHP-002,SUP-04,Online
OR-23634,CUST-07361,03-12-2022 10:19,07-12-2022 03:28,20-12-2022 16:43,14-12-2022 21:35,SHP-002,SUP-10,Online
OR-23644,CUST-04994,15-12-2018 23:23,22-12-2018 14:30,02-01-2019 00:59,17-01-2019 13:13,SHP-003,SUP-10,Online
OR-23659,CUST-08736,27-05-2024 13:32,03-06-2024 14:38,24-06-2024 10:02,20-06-2024 20:59,SHP-003,SUP-02,Online
OR-23660,CUST-08467,18-08-2023 18:27,18-08-2023 18:32,18-08-2023 18:54,18-08-2023 18:50,SHP-004,SUP-06,Retail PoS
OR-23673,CUST-08167,31-01-2013 21:35,03-02-2013 17:49,05-02-2013 02:51,05-02-2013 01:30,SHP-002,SUP-04,Online
OR-23679,CUST-07280,06-02-2007 22:27,12-02-2007 00:51,13-02-2007 22:11,27-02-2007 00:25,SHP-001,SUP-05,Online
OR-23682,CUST-06015,30-10-2006 00:08,30-10-2006 00:13,30-10-2006 00:29,30-10-2006 00:29,SHP-004,SUP-10,Retail PoS
OR-23694,CUST-11490,17-03-2023 11:18,17-03-2023 11:28,17-03-2023 11:43,17-03-2023 11:41,SHP-004,SUP-07,Retail PoS
OR-23698,CUST-01418,02-03-2024 02:39,10-03-2024 01:49,30-03-2024 00:50,11-03-2024 02:40,SHP-003,SUP-10,Online
OR-23704,CUST-17954,29-12-2023 02:14,03-01-2024 14:14,11-01-2024 09:05,08-01-2024 13:15,SHP-003,SUP-05,Online
OR-23714,CUST-01839,23-12-2021 11:24,27-12-2021 03:01,15-01-2022 17:03,09-01-2022 02:04,SHP-003,SUP-02,Online
OR-23730,CUST-10216,19-11-2019 10:43,28-11-2019 21:29,16-12-2019 07:38,04-01-2020 07:38,SHP-003,SUP-07,Online
OR-23732,CUST-08612,30-08-2013 08:41,30-08-2013 08:48,30-08-2013 09:06,30-08-2013 09:21,SHP-004,SUP-10,Retail PoS
OR-23738,CUST-13398,09-12-2021 05:26,13-12-2021 13:13,29-12-2021 01:39,26-12-2021 17:28,SHP-003,SUP-08,Online
OR-23744,CUST-07435,31-07-2022 06:17,31-07-2022 06:27,31-07-2022 06:43,31-07-2022 06:52,SHP-004,SUP-05,Retail PoS
OR-23753,CUST-00191,06-02-2020 07:49,06-02-2020 07:54,06-02-2020 08:13,06-02-2020 08:25,SHP-004,SUP-07,Retail PoS
OR-23755,CUST-04204,21-03-2024 06:50,21-03-2024 07:00,21-03-2024 07:16,21-03-2024 07:09,SHP-004,SUP-02,Retail PoS
OR-23757,CUST-19297,09-12-2013 21:32,14-12-2013 13:05,19-12-2013 20:34,17-12-2013 05:58,SHP-002,SUP-08,Online
OR-23759,CUST-11291,22-07-2019 06:01,22-07-2019 06:08,22-07-2019 06:30,22-07-2019 06:26,SHP-004,SUP-03,Retail PoS
OR-23765,CUST-14181,25-05-2020 02:33,30-05-2020 19:31,08-06-2020 23:49,01-07-2020 13:24,SHP-001,SUP-04,Online
OR-23770,CUST-07196,12-08-2017 00:20,16-08-2017 03:34,27-08-2017 09:42,24-08-2017 17:55,SHP-001,SUP-01,Online
OR-23778,CUST-04853,20-06-2024 10:10,24-06-2024 03:28,10-07-2024 12:15,02-07-2024 15:26,SHP-002,SUP-04,Online
OR-23783,CUST-14836,25-07-2017 21:20,01-08-2017 00:26,16-08-2017 16:11,13-08-2017 02:28,SHP-003,SUP-07,Online
OR-23791,CUST-13424,20-07-2020 21:18,30-07-2020 02:54,16-08-2020 16:42,26-08-2020 02:58,SHP-001,SUP-05,Online
OR-23794,CUST-06589,04-01-2023 06:35,08-01-2023 22:00,13-01-2023 08:04,11-01-2023 23:25,SHP-002,SUP-04,Online
OR-23800,CUST-08621,03-04-2023 06:10,10-04-2023 06:17,21-04-2023 17:18,13-04-2023 13:34,SHP-001,SUP-06,Online
OR-23806,CUST-18522,21-09-2023 16:12,21-09-2023 16:18,21-09-2023 16:38,21-09-2023 16:37,SHP-004,SUP-07,Retail PoS
OR-23807,CUST-11205,02-03-2024 13:20,12-03-2024 12:42,23-03-2024 09:05,22-03-2024 11:27,SHP-005,SUP-03,Retail PoS
OR-23809,CUST-04931,25-04-2017 05:06,28-04-2017 06:10,28-04-2017 10:56,28-04-2017 04:45,SHP-002,SUP-10,Online
OR-23812,CUST-01054,02-12-2019 04:05,02-12-2019 04:14,02-12-2019 04:32,02-12-2019 04:32,SHP-004,SUP-08,Retail PoS
OR-23813,CUST-07991,18-03-2014 21:54,22-03-2014 05:01,04-04-2014 17:38,23-03-2014 19:52,SHP-002,SUP-02,Online
OR-23815,CUST-08305,13-12-2023 22:48,16-12-2023 21:08,28-12-2023 05:52,26-12-2023 13:16,SHP-001,SUP-04,Online
OR-23835,CUST-03149,24-10-2019 07:47,24-10-2019 07:53,24-10-2019 08:08,24-10-2019 08:23,SHP-004,SUP-03,Retail PoS
OR-23850,CUST-13726,14-06-2021 12:01,19-06-2021 23:50,29-06-2021 11:53,21-06-2021 16:22,SHP-005,SUP-03,Retail PoS
OR-23865,CUST-14217,10-11-2022 06:46,10-11-2022 06:56,10-11-2022 07:08,10-11-2022 07:20,SHP-004,SUP-01,Retail PoS
OR-23869,CUST-13782,31-05-2021 20:37,08-06-2021 22:55,20-06-2021 20:10,13-06-2021 16:03,SHP-002,SUP-10,Online
OR-23874,CUST-04529,30-11-2022 02:32,01-12-2022 12:39,03-12-2022 17:50,02-12-2022 20:18,SHP-002,SUP-02,Online
OR-23876,CUST-12089,28-07-2022 10:14,05-08-2022 10:50,20-08-2022 03:05,15-08-2022 04:55,SHP-001,SUP-10,Online
OR-23879,CUST-11069,05-07-2023 19:56,12-07-2023 17:58,25-07-2023 06:13,14-07-2023 08:09,SHP-002,SUP-10,Online
OR-23883,CUST-06230,18-04-2024 02:07,21-04-2024 06:59,07-05-2024 08:35,05-05-2024 15:01,SHP-002,SUP-04,Online
OR-23901,CUST-17191,06-01-2023 02:43,06-01-2023 02:50,06-01-2023 03:08,06-01-2023 03:13,SHP-004,SUP-04,Retail PoS
OR-23911,CUST-08060,23-06-2022 05:06,26-06-2022 08:34,04-07-2022 11:20,10-07-2022 22:08,SHP-001,SUP-07,Online
OR-23917,CUST-12165,27-04-2024 07:35,27-04-2024 07:45,27-04-2024 08:02,27-04-2024 08:11,SHP-004,SUP-02,Retail PoS
OR-23928,CUST-14857,19-01-2003 15:55,22-01-2003 05:13,28-01-2003 14:10,26-01-2003 09:59,SHP-003,SUP-04,Online
OR-23933,CUST-17349,02-09-2023 02:24,06-09-2023 14:33,24-09-2023 09:26,14-09-2023 17:03,SHP-001,SUP-05,Online
OR-23942,CUST-04088,05-12-2015 20:07,10-12-2015 08:47,20-12-2015 14:53,17-12-2015 21:51,SHP-001,SUP-04,Online
OR-23944,CUST-17098,04-02-2024 23:31,04-02-2024 23:41,04-02-2024 23:59,05-02-2024 00:09,SHP-004,SUP-07,Retail PoS
OR-23945,CUST-07884,26-09-2021 19:48,26-09-2021 19:57,26-09-2021 20:10,26-09-2021 20:11,SHP-004,SUP-04,Retail PoS
OR-23949,CUST-04166,09-05-2024 21:25,09-05-2024 21:30,09-05-2024 21:49,09-05-2024 21:41,SHP-004,SUP-04,Retail PoS
OR-23967,CUST-19765,29-06-2023 13:38,02-07-2023 21:23,12-07-2023 20:17,10-07-2023 10:08,SHP-003,SUP-02,Online
OR-23968,CUST-09936,03-09-2012 21:19,11-09-2012 05:06,01-10-2012 22:03,23-10-2012 21:44,SHP-003,SUP-08,Online
OR-23986,CUST-00423,21-11-2015 13:22,21-11-2015 13:32,21-11-2015 13:42,21-11-2015 13:37,SHP-004,SUP-04,Retail PoS
OR-23992,CUST-18552,17-08-2023 00:03,17-08-2023 00:08,17-08-2023 00:29,17-08-2023 00:31,SHP-004,SUP-09,Retail PoS
OR-23994,CUST-07703,18-09-2012 21:17,26-09-2012 17:11,06-10-2012 23:21,25-10-2012 03:53,SHP-005,SUP-09,Retail PoS
OR-23996,CUST-13070,06-01-2016 18:14,06-01-2016 18:23,06-01-2016 18:35,06-01-2016 18:39,SHP-004,SUP-02,Retail PoS
OR-23997,CUST-14865,09-05-2024 20:33,18-05-2024 19:34,28-05-2024 10:44,27-05-2024 06:59,SHP-001,SUP-04,Online
OR-24010,CUST-12608,25-04-2024 09:41,25-04-2024 09:49,25-04-2024 10:03,25-04-2024 10:02,SHP-004,SUP-10,Retail PoS
OR-24015,CUST-12297,15-09-2022 11:21,15-09-2022 11:29,15-09-2022 11:42,15-09-2022 11:47,SHP-004,SUP-05,Retail PoS
OR-24017,CUST-09795,04-07-2024 11:46,09-07-2024 02:59,13-07-2024 00:06,11-07-2024 02:48,SHP-001,SUP-05,Online
OR-24025,CUST-01134,03-08-2021 06:43,13-08-2021 12:36,14-08-2021 16:55,11-09-2021 21:27,SHP-003,SUP-05,Online
OR-24034,CUST-00761,24-11-2023 03:20,29-11-2023 05:22,17-12-2023 02:14,14-01-2024 07:00,SHP-002,SUP-04,Online
OR-24036,CUST-16397,25-06-2024 16:10,25-06-2024 16:15,25-06-2024 16:32,25-06-2024 16:48,SHP-004,SUP-04,Retail PoS
OR-24042,CUST-01554,29-01-2024 06:13,29-01-2024 06:19,29-01-2024 06:36,29-01-2024 06:41,SHP-004,SUP-08,Retail PoS
OR-24052,CUST-18202,07-06-2024 03:57,12-06-2024 03:07,25-06-2024 05:01,18-06-2024 20:32,SHP-002,SUP-09,Online
OR-24053,CUST-01555,29-01-2023 13:31,07-02-2023 05:49,23-02-2023 17:59,11-02-2023 13:42,SHP-003,SUP-09,Online
OR-24066,CUST-09578,15-03-2023 06:36,19-03-2023 20:14,30-03-2023 06:00,23-03-2023 21:25,SHP-003,SUP-09,Online
OR-24067,CUST-17819,01-03-2024 04:59,04-03-2024 22:56,14-03-2024 13:07,12-03-2024 23:01,SHP-003,SUP-09,Online
OR-24079,CUST-06718,28-02-2024 14:11,28-02-2024 14:19,28-02-2024 14:33,28-02-2024 14:27,SHP-004,SUP-09,Retail PoS
OR-24080,CUST-09674,31-01-2021 02:47,02-02-2021 22:49,20-02-2021 11:47,07-02-2021 09:17,SHP-003,SUP-03,Online
OR-24083,CUST-14205,01-05-2022 04:41,06-05-2022 21:43,10-05-2022 03:34,20-05-2022 02:39,SHP-005,SUP-08,Retail PoS
OR-24088,CUST-12314,18-05-2021 13:48,25-05-2021 11:11,31-05-2021 03:23,28-05-2021 10:38,SHP-002,SUP-06,Online
OR-24091,CUST-04064,20-11-2020 16:07,30-11-2020 15:21,15-12-2020 12:08,16-12-2020 16:27,SHP-001,SUP-04,Online
OR-24097,CUST-07075,12-06-2023 07:30,14-06-2023 20:58,21-06-2023 13:19,19-06-2023 02:54,SHP-001,SUP-09,Online
OR-24112,CUST-18723,13-12-2023 03:05,19-12-2023 18:35,21-12-2023 05:31,20-12-2023 20:26,SHP-001,SUP-05,Online
OR-24113,CUST-12144,27-08-2015 03:22,01-09-2015 20:40,21-09-2015 20:11,11-09-2015 07:21,SHP-003,SUP-05,Online
OR-24128,CUST-19350,19-11-2015 03:13,25-11-2015 10:52,27-11-2015 05:41,24-12-2015 08:51,SHP-003,SUP-08,Online
OR-24145,CUST-10315,13-12-2007 02:37,18-12-2007 10:25,23-12-2007 17:24,20-12-2007 17:36,SHP-003,SUP-04,Online
OR-24147,CUST-02253,29-05-2023 23:39,01-06-2023 16:40,04-06-2023 09:09,03-06-2023 09:57,SHP-001,SUP-04,Online
OR-24148,CUST-04436,06-05-2023 21:11,13-05-2023 07:25,18-05-2023 07:10,16-05-2023 11:17,SHP-002,SUP-01,Online
OR-24149,CUST-16394,12-02-2021 08:57,17-02-2021 21:52,08-03-2021 07:59,24-03-2021 20:06,SHP-003,SUP-03,Online
OR-24165,CUST-15607,02-01-2017 22:11,04-01-2017 11:15,21-01-2017 01:09,11-01-2017 02:55,SHP-002,SUP-10,Online
OR-24198,CUST-18134,28-11-2016 17:13,01-12-2016 22:36,20-12-2016 12:42,20-01-2017 07:27,SHP-003,SUP-04,Online
OR-24221,CUST-18331,19-01-2024 00:51,28-01-2024 04:34,12-02-2024 09:11,26-02-2024 01:10,SHP-001,SUP-07,Online
OR-24222,CUST-08545,30-06-2019 00:07,08-07-2019 14:24,08-07-2019 18:34,08-07-2019 07:35,SHP-002,SUP-07,Online
OR-24232,CUST-05694,18-04-2022 11:54,18-04-2022 12:03,18-04-2022 12:20,18-04-2022 12:19,SHP-004,SUP-05,Retail PoS
OR-24255,CUST-17590,12-05-2023 05:26,12-05-2023 05:31,12-05-2023 05:55,12-05-2023 05:56,SHP-004,SUP-10,Retail PoS
OR-24265,CUST-01301,07-01-2023 00:21,07-01-2023 00:30,07-01-2023 00:49,07-01-2023 00:43,SHP-004,SUP-09,Retail PoS
OR-24269,CUST-00814,10-02-2022 22:29,19-02-2022 11:44,05-03-2022 02:25,12-03-2022 18:50,SHP-001,SUP-02,Online
OR-24275,CUST-04883,28-12-2014 07:04,31-12-2014 13:27,15-01-2015 20:36,22-01-2015 00:47,SHP-005,SUP-05,Retail PoS
OR-24283,CUST-07090,07-08-2021 23:07,11-08-2021 02:06,24-08-2021 17:29,18-08-2021 03:42,SHP-002,SUP-02,Online
OR-24294,CUST-03668,30-03-2022 00:57,04-04-2022 16:46,11-04-2022 11:02,07-04-2022 20:30,SHP-002,SUP-10,Online
OR-24300,CUST-15818,06-01-2018 01:56,16-01-2018 19:30,22-01-2018 20:34,20-01-2018 02:57,SHP-005,SUP-01,Retail PoS
OR-24305,CUST-13635,05-01-2022 08:16,05-01-2022 08:26,05-01-2022 08:40,05-01-2022 08:34,SHP-004,SUP-04,Retail PoS
OR-24311,CUST-18997,23-03-2024 08:20,27-03-2024 02:40,01-04-2024 23:06,28-03-2024 21:46,SHP-001,SUP-09,Online
OR-24345,CUST-06441,26-08-2018 17:46,31-08-2018 08:08,15-09-2018 11:41,01-09-2018 09:18,SHP-001,SUP-04,Online
OR-24348,CUST-03847,10-05-2018 15:23,13-05-2018 21:54,23-05-2018 10:02,21-05-2018 00:08,SHP-002,SUP-05,Online
OR-24352,CUST-18890,16-03-2024 10:54,16-03-2024 11:02,16-03-2024 11:15,16-03-2024 11:30,SHP-004,SUP-02,Retail PoS
OR-24358,CUST-16982,26-05-2023 23:00,26-05-2023 23:09,26-05-2023 23:28,26-05-2023 23:37,SHP-004,SUP-04,Retail PoS
OR-24359,CUST-10398,25-09-2021 22:52,25-09-2021 22:57,25-09-2021 23:15,25-09-2021 23:32,SHP-004,SUP-05,Retail PoS
