ReturnID,OrderId,ProductID,Return_reason,ReturnDate,ReturnStatus,RefundAmount,ReturnMethod
RET-005479,OR-048885,PRD-00001,Received wrong quantity,12-01-2023,Refunded,9801.8,Store_Drop
RET-005480,OR-111639,PRD-00003,No longer needed,14-01-2023,Approved,6383.37,Store_Drop
RET-005481,OR-010007,PRD-00429,Received wrong quantity,06-01-2023,Rejected,0,Store_Drop
RET-005482,OR-001440,PRD-00070,Poor customer service,10-01-2023,Approved,5056.87,Courier
RET-005483,OR-090807,PRD-00035,Item not as described,09-01-2023,Approved,6944.16,Store_Drop
RET-005484,OR-002861,PRD-00034,No longer needed,12-01-2023,Rejected,0,Courier
RET-005485,OR-075366,PRD-00005,No longer needed,19-01-2023,Approved,3018.78,Courier
RET-005486,OR-005494,PRD-00234,No longer needed,14-01-2023,Rejected,0,Courier
RET-005487,OR-099789,PRD-00026,Received wrong quantity,12-01-2023,Refunded,7058.13,Courier
RET-005488,OR-112982,PRD-00001,Changed mind,15-01-2023,Rejected,0,Courier
RET-005489,OR-058767,PRD-00002,Delayed delivery,15-01-2023,Pending,0,Courier
RET-005490,OR-095520,PRD-00001,Received wrong quantity,08-01-2023,Refunded,6933.24,Courier
RET-005491,OR-089421,PRD-00049,Incorrect item shipped,18-01-2023,Approved,2775.39,Store_Drop
RET-005492,OR-047251,PRD-00001,Changed mind,12-01-2023,Approved,8007.62,Courier
RET-005493,OR-007860,PRD-00001,Product no longer wanted,11-01-2023,Refunded,10555.56,Pickup
RET-005494,OR-061752,PRD-00100,Item not as described,19-01-2023,Pending,0,Courier
RET-005495,OR-043869,PRD-00040,No longer needed,06-01-2023,Refunded,8850.3,Courier
RET-005496,OR-039147,PRD-00317,No longer needed,04-01-2023,Rejected,0,Courier
RET-005497,OR-065412,PRD-00006,No longer needed,11-01-2023,Refunded,6636.75,Courier
RET-005498,OR-087088,PRD-00005,Item not as described,05-01-2023,Approved,6120.38,Pickup
RET-005499,OR-107756,PRD-00001,Product no longer wanted,07-01-2023,Approved,3054.48,Store_Drop
RET-005500,OR-088052,PRD-00001,Item not as described,12-01-2023,Approved,2941.2,Courier
RET-005501,OR-032985,PRD-00001,Product no longer wanted,16-01-2023,Approved,6735.67,Store_Drop
RET-005502,OR-010042,PRD-00064,Better price found elsewhere,17-01-2023,Approved,13524.58,Store_Drop
RET-005503,OR-105202,PRD-00003,Product no longer wanted,16-01-2023,Rejected,0,Courier
RET-005504,OR-037089,PRD-00373,Damaged item,21-01-2023,Rejected,0,Courier
RET-005505,OR-105378,PRD-00004,Received wrong quantity,13-01-2023,Pending,0,Courier
RET-005506,OR-081749,PRD-00043,Better price found elsewhere,20-01-2023,Pending,0,Store_Drop
RET-005507,OR-020233,PRD-00002,Delayed delivery,05-01-2023,Approved,2215.26,Store_Drop
RET-005508,OR-023638,PRD-00128,No longer needed,07-01-2023,Approved,3952.23,Courier
RET-005509,OR-067979,PRD-00027,Item not as described,05-01-2023,Pending,0,Store_Drop
RET-005510,OR-032472,PRD-00056,Changed mind,04-01-2023,Approved,14663.36,Courier
RET-005511,OR-126033,PRD-00001,Item not as described,17-01-2023,Approved,4380.8,Courier
RET-005512,OR-113722,PRD-00010,Incorrect item shipped,11-01-2023,Refunded,3570.6,Store_Drop
RET-005513,OR-040326,PRD-00357,Changed mind,10-01-2023,Approved,1706.16,Pickup
RET-005514,OR-075827,PRD-00001,Changed mind,10-01-2023,Approved,9900.37,Store_Drop
RET-005515,OR-022327,PRD-00015,Better price found elsewhere,21-01-2023,Approved,2604.92,Courier
RET-005516,OR-061292,PRD-00070,Product no longer wanted,17-01-2023,Rejected,0,Store_Drop
RET-005517,OR-121188,PRD-00001,Damaged item,06-01-2023,Refunded,685.66,Store_Drop
RET-005518,OR-047765,PRD-00001,Product no longer wanted,20-01-2023,Pending,0,Store_Drop
RET-005519,OR-066078,PRD-00011,No longer needed,14-01-2023,Approved,6277.39,Courier
RET-005520,OR-050533,PRD-00136,Better price found elsewhere,16-01-2023,Refunded,3831.72,Store_Drop
RET-005521,OR-055213,PRD-00001,Product no longer wanted,10-01-2023,Approved,8316.98,Courier
RET-005522,OR-108779,PRD-00173,Product no longer wanted,20-01-2023,Rejected,0,Store_Drop
RET-005523,OR-082718,PRD-00025,Damaged item,04-01-2023,Pending,0,Courier
RET-005524,OR-083059,PRD-00013,Received wrong quantity,04-01-2023,Rejected,0,Pickup
RET-005525,OR-037610,PRD-00133,Better price found elsewhere,08-01-2023,Approved,4193.65,Pickup
RET-005526,OR-078507,PRD-00003,Product no longer wanted,05-01-2023,Approved,7950.98,Store_Drop
RET-005527,OR-014077,PRD-00002,No longer needed,06-01-2023,Refunded,10439.66,Pickup
RET-005528,OR-064958,PRD-00410,Item not as described,04-01-2023,Refunded,439.49,Courier
RET-005529,OR-036844,PRD-00203,Poor customer service,06-01-2023,Refunded,1943.06,Store_Drop
RET-005530,OR-077108,PRD-00153,Better price found elsewhere,19-01-2023,Approved,7570.64,Store_Drop
RET-005531,OR-118180,PRD-00021,Item not as described,20-01-2023,Rejected,0,Store_Drop
RET-005532,OR-088156,PRD-00015,Delayed delivery,21-01-2023,Approved,6141.19,Store_Drop
RET-005533,OR-049031,PRD-00109,Changed mind,17-01-2023,Pending,0,Courier
RET-005534,OR-033770,PRD-00002,Better price found elsewhere,11-01-2023,Refunded,1540.03,Pickup
RET-005535,OR-000346,PRD-00026,Item not as described,21-01-2023,Refunded,9957.12,Courier
RET-005536,OR-037276,PRD-00130,Poor customer service,12-01-2023,Approved,2204.56,Courier
RET-005537,OR-001607,PRD-00095,Damaged item,04-01-2023,Approved,10995.08,Store_Drop
RET-005538,OR-098094,PRD-00005,Poor customer service,06-01-2023,Pending,0,Courier
RET-005539,OR-003110,PRD-00009,Damaged item,13-01-2023,Pending,0,Pickup
RET-005540,OR-122290,PRD-00001,Incorrect item shipped,04-01-2023,Approved,3746.19,Store_Drop
RET-005541,OR-103690,PRD-00155,Damaged item,17-01-2023,Refunded,603.56,Store_Drop
RET-005542,OR-007767,PRD-00004,Damaged item,06-01-2023,Refunded,4409.75,Store_Drop
RET-005543,OR-090585,PRD-00033,Product no longer wanted,10-01-2023,Approved,4730.44,Store_Drop
RET-005544,OR-078628,PRD-00002,Delayed delivery,09-01-2023,Approved,3168.0,Store_Drop
RET-005545,OR-111528,PRD-00001,Received wrong quantity,11-01-2023,Rejected,0,Courier
RET-005546,OR-092328,PRD-00028,Incorrect item shipped,08-01-2023,Rejected,0,Pickup
RET-005547,OR-007106,PRD-00031,Changed mind,06-01-2023,Refunded,8833.81,Courier
RET-005548,OR-015352,PRD-00002,Received wrong quantity,19-01-2023,Refunded,10390.37,Courier
RET-005549,OR-021937,PRD-00001,Item not as described,16-01-2023,Pending,0,Courier
RET-005550,OR-097944,PRD-00044,No longer needed,07-01-2023,Approved,10654.82,Store_Drop
RET-005551,OR-087774,PRD-00045,Product no longer wanted,07-01-2023,Refunded,7980.65,Courier
RET-005552,OR-024593,PRD-00013,Poor customer service,20-01-2023,Approved,4278.53,Courier
RET-005553,OR-105477,PRD-00015,Incorrect item shipped,05-01-2023,Approved,5973.47,Store_Drop
RET-005554,OR-007987,PRD-00164,Better price found elsewhere,17-01-2023,Pending,0,Courier
RET-005555,OR-085721,PRD-00001,Changed mind,18-01-2023,Approved,2841.25,Store_Drop
RET-005556,OR-116393,PRD-00007,Better price found elsewhere,05-01-2023,Refunded,7867.15,Courier
RET-005557,OR-067729,PRD-00008,Delayed delivery,09-01-2023,Refunded,2227.56,Courier
RET-005558,OR-029200,PRD-00252,No longer needed,21-01-2023,Approved,4012.31,Courier
RET-005559,OR-017366,PRD-00486,Incorrect item shipped,20-01-2023,Approved,6869.49,Courier
RET-005560,OR-080209,PRD-00205,No longer needed,04-01-2023,Refunded,496.17,Store_Drop
RET-005561,OR-016609,PRD-00005,Incorrect item shipped,09-01-2023,Pending,0,Pickup
RET-005562,OR-049100,PRD-00304,Product no longer wanted,12-01-2023,Approved,205.37,Store_Drop
RET-005563,OR-012999,PRD-00001,Incorrect item shipped,17-01-2023,Refunded,8382.36,Pickup
RET-005564,OR-065562,PRD-00002,Item not as described,07-01-2023,Approved,9697.8,Store_Drop
RET-005565,OR-070288,PRD-00460,Changed mind,08-01-2023,Approved,5194.24,Store_Drop
RET-005566,OR-114797,PRD-00014,Damaged item,04-01-2023,Approved,7686.36,Store_Drop
RET-005567,OR-103042,PRD-00236,Product no longer wanted,09-01-2023,Refunded,607.35,Courier
RET-005568,OR-056317,PRD-00001,Product no longer wanted,12-01-2023,Approved,4249.73,Store_Drop
RET-005569,OR-034051,PRD-00020,Poor customer service,09-01-2023,Pending,0,Courier
RET-005570,OR-085770,PRD-00008,Item not as described,20-01-2023,Pending,0,Store_Drop
RET-005571,OR-106682,PRD-00187,Damaged item,06-01-2023,Approved,483.24,Pickup
RET-005572,OR-051233,PRD-00018,Damaged item,08-01-2023,Approved,2366.52,Courier
RET-005573,OR-064699,PRD-00004,Changed mind,17-01-2023,Refunded,713.52,Courier
RET-005574,OR-006412,PRD-00052,Poor customer service,11-01-2023,Refunded,5972.09,Courier
RET-005575,OR-094861,PRD-00037,Damaged item,21-01-2023,Approved,7053.58,Store_Drop
RET-005576,OR-059372,PRD-00008,Item not as described,11-01-2023,Refunded,4832.31,Store_Drop
RET-005577,OR-076455,PRD-00009,Better price found elsewhere,08-01-2023,Rejected,0,Courier
RET-005578,OR-041500,PRD-00001,Damaged item,16-01-2023,Approved,2029.01,Pickup
RET-005579,OR-115712,PRD-00001,Poor customer service,05-01-2023,Approved,4580.89,Pickup
RET-005580,OR-028184,PRD-00001,No longer needed,12-01-2023,Refunded,9169.84,Pickup
RET-005581,OR-036595,PRD-00017,Item not as described,15-01-2023,Rejected,0,Courier
RET-005582,OR-066955,PRD-00312,Poor customer service,11-01-2023,Rejected,0,Store_Drop
RET-005583,OR-010829,PRD-00026,Delayed delivery,20-01-2023,Refunded,2189.01,Courier
RET-005584,OR-080961,PRD-00022,Incorrect item shipped,19-01-2023,Approved,6454.36,Courier
RET-005585,OR-023443,PRD-00003,Product no longer wanted,16-01-2023,Refunded,2251.11,Courier
RET-005586,OR-091370,PRD-00456,Changed mind,11-01-2023,Refunded,730.59,Store_Drop
RET-005587,OR-090957,PRD-00001,Delayed delivery,20-01-2023,Refunded,3762.59,Courier
RET-005588,OR-111207,PRD-00001,Poor customer service,15-01-2023,Refunded,4069.74,Store_Drop
RET-005589,OR-053435,PRD-00312,Incorrect item shipped,08-01-2023,Pending,0,Courier
RET-005590,OR-001977,PRD-00008,Item not as described,09-01-2023,Refunded,6531.0,Courier
RET-005591,OR-054515,PRD-00123,Poor customer service,17-01-2023,Refunded,3213.45,Courier
RET-005592,OR-113551,PRD-00006,Incorrect item shipped,17-01-2023,Refunded,1335.72,Store_Drop
RET-005593,OR-114443,PRD-00175,Received wrong quantity,17-01-2023,Approved,1837.49,Courier
RET-005594,OR-119723,PRD-00184,Damaged item,08-01-2023,Refunded,7352.58,Store_Drop
RET-005595,OR-026305,PRD-00016,Changed mind,21-01-2023,Approved,2976.37,Store_Drop
RET-005596,OR-054292,PRD-00003,Better price found elsewhere,16-01-2023,Refunded,6419.83,Pickup
RET-005597,OR-093129,PRD-00016,Changed mind,18-01-2023,Refunded,2653.85,Store_Drop
RET-005598,OR-062887,PRD-00093,Incorrect item shipped,13-01-2023,Approved,4308.24,Store_Drop
RET-005599,OR-050880,PRD-00014,Better price found elsewhere,05-01-2023,Refunded,11396.56,Courier
RET-005600,OR-101007,PRD-00003,No longer needed,07-01-2023,Approved,2801.63,Store_Drop
RET-005601,OR-038527,PRD-00002,Damaged item,06-01-2023,Approved,11896.98,Store_Drop
RET-005602,OR-012750,PRD-00009,No longer needed,04-01-2023,Approved,10813.26,Courier
RET-005603,OR-072552,PRD-00339,Poor customer service,05-01-2023,Pending,0,Pickup
RET-005604,OR-058195,PRD-00076,Better price found elsewhere,16-01-2023,Approved,12729.08,Pickup
RET-005605,OR-034419,PRD-00075,Product no longer wanted,13-01-2023,Pending,0,Pickup
RET-005606,OR-050738,PRD-00001,No longer needed,05-01-2023,Rejected,0,Courier
RET-005607,OR-020968,PRD-00105,Better price found elsewhere,10-01-2023,Approved,855.58,Courier
RET-005608,OR-103468,PRD-00353,Incorrect item shipped,14-01-2023,Approved,3624.31,Store_Drop
RET-005609,OR-045299,PRD-00144,Better price found elsewhere,08-01-2023,Approved,3079.75,Store_Drop
RET-005610,OR-040587,PRD-00001,Item not as described,14-01-2023,Rejected,0,Pickup
RET-005611,OR-026291,PRD-00033,No longer needed,13-01-2023,Approved,9036.25,Pickup
RET-005612,OR-012527,PRD-00029,Product no longer wanted,13-01-2023,Approved,4289.32,Pickup
RET-005613,OR-109184,PRD-00211,Changed mind,08-01-2023,Approved,1368.69,Courier
RET-005614,OR-109200,PRD-00448,Better price found elsewhere,11-01-2023,Approved,604.61,Store_Drop
RET-005615,OR-029865,PRD-00149,Incorrect item shipped,17-01-2023,Refunded,4729.32,Courier
RET-005616,OR-006633,PRD-00001,Better price found elsewhere,12-01-2023,Refunded,10916.06,Store_Drop
RET-005617,OR-035933,PRD-00197,Damaged item,21-01-2023,Rejected,0,Courier
RET-005618,OR-008797,PRD-00003,Delayed delivery,15-01-2023,Refunded,6640.4,Courier
RET-005619,OR-021822,PRD-00021,No longer needed,19-01-2023,Pending,0,Courier
RET-005620,OR-067385,PRD-00441,Item not as described,04-01-2023,Refunded,646.43,Store_Drop
RET-005621,OR-052522,PRD-00005,Better price found elsewhere,20-01-2023,Refunded,7076.52,Store_Drop
RET-005622,OR-117447,PRD-00006,Incorrect item shipped,13-01-2023,Rejected,0,Courier
RET-005623,OR-117011,PRD-00014,Received wrong quantity,11-01-2023,Rejected,0,Courier
RET-005624,OR-116227,PRD-00001,Received wrong quantity,12-01-2023,Approved,8674.44,Courier
RET-005625,OR-059776,PRD-00007,Delayed delivery,06-01-2023,Pending,0,Courier
RET-005626,OR-055358,PRD-00002,Delayed delivery,14-01-2023,Rejected,0,Store_Drop
RET-005627,OR-052991,PRD-00002,Damaged item,04-01-2023,Approved,6206.31,Store_Drop
RET-005628,OR-093678,PRD-00001,Received wrong quantity,09-01-2023,Approved,6207.78,Courier
RET-005629,OR-013512,PRD-00155,Item not as described,11-01-2023,Refunded,1054.82,Store_Drop
RET-005630,OR-043669,PRD-00041,No longer needed,05-01-2023,Approved,8492.61,Store_Drop
RET-005631,OR-095716,PRD-00185,Delayed delivery,10-01-2023,Refunded,4080.52,Courier
RET-005632,OR-056336,PRD-00001,Incorrect item shipped,05-01-2023,Approved,3930.1,Courier
RET-005633,OR-002266,PRD-00172,No longer needed,13-01-2023,Approved,6834.38,Courier
RET-005634,OR-117294,PRD-00016,Received wrong quantity,04-01-2023,Rejected,0,Courier
RET-005635,OR-058343,PRD-00003,Damaged item,17-01-2023,Approved,5605.21,Store_Drop
RET-005636,OR-053438,PRD-00002,No longer needed,08-01-2023,Rejected,0,Courier
RET-005637,OR-032984,PRD-00004,Item not as described,06-01-2023,Approved,8456.02,Store_Drop
RET-005638,OR-068791,PRD-00001,Received wrong quantity,14-01-2023,Approved,9440.01,Store_Drop
RET-005639,OR-110937,PRD-00002,Damaged item,19-01-2023,Pending,0,Courier
RET-005640,OR-052544,PRD-00107,Product no longer wanted,06-01-2023,Refunded,3566.86,Pickup
RET-005641,OR-043250,PRD-00026,Product no longer wanted,21-01-2023,Refunded,4491.8,Courier
RET-005642,OR-095552,PRD-00012,No longer needed,16-01-2023,Approved,11673.41,Courier
RET-005643,OR-054833,PRD-00010,Product no longer wanted,06-01-2023,Refunded,9640.04,Store_Drop
RET-005644,OR-007339,PRD-00001,Changed mind,15-01-2023,Approved,6763.0,Courier
RET-005645,OR-053845,PRD-00219,No longer needed,07-01-2023,Approved,2253.71,Store_Drop
RET-005646,OR-104996,PRD-00486,Poor customer service,12-01-2023,Pending,0,Store_Drop
RET-005647,OR-016114,PRD-00005,Product no longer wanted,15-01-2023,Approved,7426.19,Courier
RET-005648,OR-004798,PRD-00015,Incorrect item shipped,05-01-2023,Pending,0,Store_Drop
RET-005649,OR-079981,PRD-00028,Changed mind,04-01-2023,Approved,3778.15,Store_Drop
RET-005650,OR-054854,PRD-00484,Delayed delivery,04-01-2023,Pending,0,Courier
RET-005651,OR-068527,PRD-00001,Product no longer wanted,13-01-2023,Approved,6705.13,Courier
RET-005652,OR-072389,PRD-00001,Incorrect item shipped,21-01-2023,Approved,2549.43,Store_Drop
RET-005653,OR-069515,PRD-00246,Received wrong quantity,10-01-2023,Refunded,1049.15,Courier
RET-005654,OR-043836,PRD-00470,Better price found elsewhere,11-01-2023,Refunded,3597.02,Store_Drop
RET-005655,OR-023658,PRD-00407,Delayed delivery,12-01-2023,Pending,0,Pickup
RET-005656,OR-049889,PRD-00051,Better price found elsewhere,18-01-2023,Refunded,8474.89,Courier
RET-005657,OR-087220,PRD-00244,Product no longer wanted,14-01-2023,Approved,1578.99,Courier
RET-005658,OR-123460,PRD-00024,Received wrong quantity,16-01-2023,Approved,8458.57,Pickup
RET-005659,OR-004504,PRD-00058,Item not as described,10-01-2023,Rejected,0,Courier
RET-005660,OR-080230,PRD-00115,Item not as described,14-01-2023,Pending,0,Store_Drop
RET-005661,OR-064788,PRD-00012,Better price found elsewhere,10-01-2023,Approved,11224.22,Store_Drop
RET-005662,OR-106732,PRD-00037,Received wrong quantity,13-01-2023,Approved,10275.05,Store_Drop
RET-005663,OR-057171,PRD-00009,Poor customer service,17-01-2023,Refunded,989.57,Pickup
RET-005664,OR-088049,PRD-00026,Item not as described,21-01-2023,Refunded,11912.6,Courier
RET-005665,OR-107570,PRD-00001,Item not as described,09-01-2023,Approved,11759.05,Pickup
RET-005666,OR-074539,PRD-00002,Incorrect item shipped,06-01-2023,Refunded,10149.6,Pickup
RET-005667,OR-068155,PRD-00006,Product no longer wanted,11-01-2023,Approved,1556.57,Pickup
RET-005668,OR-114911,PRD-00002,Product no longer wanted,16-01-2023,Refunded,1652.99,Courier
RET-005669,OR-113763,PRD-00004,Poor customer service,21-01-2023,Approved,6950.09,Courier
RET-005670,OR-015360,PRD-00012,Better price found elsewhere,16-01-2023,Approved,2644.41,Courier
RET-005671,OR-060786,PRD-00458,Item not as described,16-01-2023,Approved,2939.31,Store_Drop
RET-005672,OR-064637,PRD-00025,Changed mind,08-01-2023,Approved,4105.7,Store_Drop
RET-005673,OR-091228,PRD-00179,Product no longer wanted,04-01-2023,Refunded,4028.29,Courier
RET-005674,OR-000917,PRD-00037,Product no longer wanted,12-01-2023,Approved,6022.85,Pickup
RET-005675,OR-117695,PRD-00001,Damaged item,21-01-2023,Pending,0,Pickup
RET-005676,OR-115347,PRD-00052,Better price found elsewhere,10-01-2023,Approved,7101.86,Courier
RET-005677,OR-120527,PRD-00005,Delayed delivery,16-01-2023,Pending,0,Courier
RET-005678,OR-125900,PRD-00159,No longer needed,14-01-2023,Pending,0,Courier
RET-005679,OR-075277,PRD-00043,Item not as described,17-01-2023,Rejected,0,Store_Drop
RET-005680,OR-012766,PRD-00342,Better price found elsewhere,17-01-2023,Approved,1321.89,Courier
RET-005681,OR-084632,PRD-00019,Item not as described,14-01-2023,Pending,0,Store_Drop
RET-005682,OR-087413,PRD-00047,Received wrong quantity,04-01-2023,Approved,3169.03,Courier
RET-005683,OR-023376,PRD-00003,Product no longer wanted,16-01-2023,Approved,9008.43,Courier
RET-005684,OR-122964,PRD-00013,Delayed delivery,08-01-2023,Approved,6090.86,Store_Drop
RET-005685,OR-012508,PRD-00145,Received wrong quantity,04-01-2023,Approved,4562.19,Store_Drop
RET-005686,OR-016390,PRD-00001,Incorrect item shipped,05-01-2023,Approved,11173.45,Courier
RET-005687,OR-053052,PRD-00025,No longer needed,11-01-2023,Approved,5056.61,Courier
RET-005688,OR-088410,PRD-00153,Poor customer service,04-01-2023,Approved,734.53,Pickup
RET-005689,OR-008676,PRD-00003,Damaged item,06-01-2023,Pending,0,Pickup
RET-005690,OR-007041,PRD-00023,Received wrong quantity,12-01-2023,Rejected,0,Courier
RET-005691,OR-004764,PRD-00002,Received wrong quantity,04-01-2023,Rejected,0,Courier
RET-005692,OR-073176,PRD-00146,Changed mind,05-01-2023,Refunded,855.85,Courier
RET-005693,OR-011333,PRD-00025,Damaged item,11-01-2023,Pending,0,Courier
RET-005694,OR-118789,PRD-00012,No longer needed,15-01-2023,Approved,768.01,Courier
RET-005695,OR-095665,PRD-00001,No longer needed,09-01-2023,Pending,0,Courier
RET-005696,OR-099076,PRD-00458,Incorrect item shipped,15-01-2023,Refunded,4420.42,Store_Drop
RET-005697,OR-014914,PRD-00050,Incorrect item shipped,11-01-2023,Rejected,0,Courier
RET-005698,OR-110297,PRD-00169,Changed mind,16-01-2023,Approved,776.5,Pickup
RET-005699,OR-004415,PRD-00004,Incorrect item shipped,05-01-2023,Approved,10424.96,Store_Drop
RET-005700,OR-002063,PRD-00036,Item not as described,19-01-2023,Approved,8108.24,Courier
RET-005701,OR-082407,PRD-00042,Delayed delivery,08-01-2023,Approved,4168.76,Pickup
RET-005702,OR-031927,PRD-00007,Changed mind,13-01-2023,Approved,3088.98,Courier
RET-005703,OR-033814,PRD-00140,Better price found elsewhere,21-01-2023,Approved,3263.92,Courier
RET-005704,OR-090921,PRD-00001,Delayed delivery,15-01-2023,Pending,0,Courier
